filename,artist,title,style,genre,date,
42195.jpg,39c465a1d078121873a31807ce9dc2ed,"Louise Tiffany, Reading ",Post-Impressionism,portrait,1888,
10871.jpg,8e3f7f0049cf197c977f334e6cf87961,Italian's house at Monmartre,Post-Impressionism,cityscape,,
63789.jpg,50591a7061fb340d875723f38e00cc3b,Flower Store and Dairy Store,Impressionism,genre painting,1888,
35661.jpg,1c4aafd8794c20a5ef34cefda3a84325,Carnival on the Beach,Post-Impressionism,genre painting,1906,
68801.jpg,5a4f68171c8873f9a7f40efa7c39bf8c,Terasa Palatului Regal din Balcic,Impressionism,interior,1933,
89338.jpg,d5055051845aa4e6317df876897b66d0,Terrace of the Royal Palace in Balchik,Impressionism,cityscape,1933,
59238.jpg,c16781c4321948227193214b68477a5c,Behind the Salute,Impressionism,cityscape,1907,
4526.jpg,234c8d1df0b49b512791078cf00cf352,Flood at Port Marly,Impressionism,landscape,1876,
5077.jpg,481c5c92d55717167e01821144a54635,Fishermen on the Banks of the Oise,Impressionism,genre painting,1876,
87437.jpg,861c29e13205420326f7443ea77de5c9,Girl in White ,Post-Impressionism,portrait,1923,
51179.jpg,2ca7e9a647c1c723349e37d3d60c7b7d,Loch on the Duke of Sutherland's Estate,Impressionism,landscape,,
26858.jpg,234c8d1df0b49b512791078cf00cf352,Promenade of Chestnut Trees,Impressionism,landscape,1878,
17457.jpg,c16781c4321948227193214b68477a5c,Woman with Collie,Impressionism,sketch and study,c.1925,
9892.jpg,c9380d13360b37f21cfd174d92a7247e,Sea at Night,Post-Impressionism,landscape,,
89217.jpg,50591a7061fb340d875723f38e00cc3b,"Perros-Guire, Cotes du Nord, France",Impressionism,cityscape,1910,
40109.jpg,c9380d13360b37f21cfd174d92a7247e,Forest Pathway,Post-Impressionism,landscape,,
83583.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Alice Dieudonne Chase Shinnecock Hills,Impressionism,portrait,,
60448.jpg,c56bcab4b317984013ebef5d3c4b5906,"Paradise Rocks, Newport",Impressionism,landscape,1889,
6032.jpg,50591a7061fb340d875723f38e00cc3b,Newport Waterfront,Impressionism,cityscape,1901,
93147.jpg,d77452b0e817e7cb88e30c4a5f5ca9ba,Bluebonnet Scene with a Girl,Impressionism,landscape,1920,
5872.jpg,3cc9a44380296d93e68b71a27643c25f,Portrait of the Artist's Son,Post-Impressionism,portrait,1885,
19639.jpg,83518d02afc5754dd9e79985f56c3355,Place de Clichy in Winter,Post-Impressionism,cityscape,,
100159.jpg,dd4989789d310581024ae2b9203d5439,Bouquet of Flowers,Impressionism,flower painting,1915,
102772.jpg,19cefbdc3612660557f546970f0302f5,Moscow Food  ,Post-Impressionism,still life,1924,
28797.jpg,2ca7e9a647c1c723349e37d3d60c7b7d,Near Breccles,Impressionism,landscape,,
50970.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Theatre,Impressionism,interior,,
71561.jpg,30134467c49a3350f74b4311506f8386,Two elegant Place de Clichy,Post-Impressionism,genre painting,1905,
38417.jpg,dd4989789d310581024ae2b9203d5439,The Embroiderer (Woman Embroidering in a Garden),Impressionism,genre painting,c.1898,
37472.jpg,dd4989789d310581024ae2b9203d5439,Rue Caulaincourt,Impressionism,landscape,1905,
81899.jpg,c16781c4321948227193214b68477a5c,Santa Maria del Carmelo and Scuola Grande dei Carmini ,Impressionism,cityscape,1910,
21410.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The Toilet Ms. Fabre,Post-Impressionism,genre painting,1891,
50190.jpg,481c5c92d55717167e01821144a54635,Poor John,Impressionism,portrait,,
27877.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Gray Day on the Lagoon (A Passenger Boat — Venice),Impressionism,marina,1913,
23544.jpg,dd4989789d310581024ae2b9203d5439,Leontine Reading,Impressionism,portrait,1909,
48073.jpg,c16781c4321948227193214b68477a5c,Cypress Trees at San Vigilio,Impressionism,landscape,1913,
64946.jpg,a6027a4ba71b61a55ea598379c9d508c,M. and Mme Edouard Manet,Impressionism,portrait,c.1869,
19073.jpg,3edc6a404b8c67b7dad1405d52228c96,The Weaving Women,Post-Impressionism,portrait,,
102052.jpg,234c8d1df0b49b512791078cf00cf352,November Afternoon,Impressionism,landscape,1881,
59027.jpg,50591a7061fb340d875723f38e00cc3b,The Brush House,Impressionism,landscape,1916,
89661.jpg,5b1936d87ff54fec96bb1eeeee2621d6,An Avenue in Kastrup,Impressionism,landscape,1891,
6759.jpg,773f5c956271c476778f3738587aca6c,Berliner Straße mit Droschken in Regen,Impressionism,cityscape,1925,
65487.jpg,234c8d1df0b49b512791078cf00cf352,Path near Sevres,Impressionism,landscape,1879,
21715.jpg,4b0465826ffd6db797ea6f3a5898df79,Cligancourt street,Post-Impressionism,cityscape,c.1920,
93088.jpg,dd4989789d310581024ae2b9203d5439,Marthe Berard (Girl Wearing a Blue Sash),Impressionism,portrait,1879,
82940.jpg,30134467c49a3350f74b4311506f8386,The rowing at Chatou,Post-Impressionism,genre painting,,
31523.jpg,773f5c956271c476778f3738587aca6c,Dame vor Pferdedroschke im Tiergarten,Impressionism,genre painting,,
73867.jpg,50591a7061fb340d875723f38e00cc3b,"Mill Site and Old Todal Dam, Cos Cob",Impressionism,landscape,1902,
66961.jpg,d102cde968c819e615f13f13ade83a3c,not identified,Post-Impressionism,nude painting (nu),,
47373.jpg,ae692dbdf8416c314006816fa0ef7ba9,Untitled,Impressionism,nude painting (nu),,
99176.jpg,a6027a4ba71b61a55ea598379c9d508c,Bust of a Woman,Impressionism,sketch and study,c.1885,
33115.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,The Fairy Tale,Impressionism,genre painting,1892,
102396.jpg,0bcb92c31517c8a35c0750257be5c5c9,Isløsning,Impressionism,landscape,,
19419.jpg,c16781c4321948227193214b68477a5c,Granada. Sunspots,Impressionism,landscape,1912,
59449.jpg,a6027a4ba71b61a55ea598379c9d508c,Woman Sponging Her Chest,Impressionism,nude painting (nu),c.1892,
17718.jpg,481c5c92d55717167e01821144a54635,Suicide of an abandoned woman,Impressionism,genre painting,,
36924.jpg,a307cd4bcbf222077ffebb8ebb6be753,Stilleben mit Weinflasche,Impressionism,still life,1904,
87360.jpg,4b0465826ffd6db797ea6f3a5898df79,In the Woods,Post-Impressionism,landscape,,
44760.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Self Portrait,Post-Impressionism,self-portrait,1882,
74927.jpg,c16781c4321948227193214b68477a5c,"Tiepolo Ceiling, Milan",Impressionism,interior,c.1904,
23018.jpg,50591a7061fb340d875723f38e00cc3b,"Amagansett, Long Island",Impressionism,landscape,1920,
44542.jpg,c56bcab4b317984013ebef5d3c4b5906,"Dark Trees, Cincinnati",Impressionism,landscape,1882,
86821.jpg,481c5c92d55717167e01821144a54635,"Autumn, Poplars",Impressionism,landscape,1893,
47980.jpg,c56bcab4b317984013ebef5d3c4b5906,Round Hill Road,Impressionism,landscape,1900,
50391.jpg,479807bac5f3f944e7209e5d99e0dc48,Vista from Point Lobos,Impressionism,landscape,1919,
1468.jpg,3a5da5cdabbaa3f0dea68520a419e01f,The Picnic,Impressionism,landscape,1907,
5758.jpg,dd4989789d310581024ae2b9203d5439,Jean Renoir Writing,Impressionism,portrait,c.1899,
12517.jpg,773f5c956271c476778f3738587aca6c,Herbstliche Bachlandschaft im Abendlicht,Impressionism,landscape,1900,
9749.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,The Bathers,Impressionism,landscape,,
11394.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,"Prospect Park, Brooklyn",Impressionism,landscape,1887,
18451.jpg,4b0465826ffd6db797ea6f3a5898df79,Poplars,Post-Impressionism,landscape,,
16177.jpg,dd4989789d310581024ae2b9203d5439,Bouquet of Roses in a Vase,Impressionism,flower painting,1900,
54368.jpg,c56bcab4b317984013ebef5d3c4b5906,View from the Holley House,Impressionism,landscape,c.1901,
95339.jpg,4b0465826ffd6db797ea6f3a5898df79,Street in Pontoise,Post-Impressionism,cityscape,,
97887.jpg,68cbc428edbcf480cbbb9a0e66e7046d,"Head of Simone in a Large Plumes Hat, Looking Left",Impressionism,portrait,1903,
3772.jpg,4b0465826ffd6db797ea6f3a5898df79,House of Monsieur de Irvy near Vaudreuil,Post-Impressionism,landscape,,
101551.jpg,d77452b0e817e7cb88e30c4a5f5ca9ba,Bluebonnet Scene,Impressionism,landscape,1921,
1180.jpg,6ab5c8383afdc3126bc35ed5a5795670,The Corner of the Paddock ,Impressionism,genre painting,1888,
102325.jpg,d77452b0e817e7cb88e30c4a5f5ca9ba,Landscape with Coreopsis,Impressionism,landscape,,
99535.jpg,861c29e13205420326f7443ea77de5c9,Barra,Post-Impressionism,marina,,
68953.jpg,d500fe452aef7a6f90de16197a9670bf,The Breakwater of San Sebastian,Impressionism,landscape,1918,
85719.jpg,a6027a4ba71b61a55ea598379c9d508c,Three Dancers,Impressionism,genre painting,,
21398.jpg,8e3f7f0049cf197c977f334e6cf87961,Moutier street and square de la Mairie,Post-Impressionism,cityscape,,
60969.jpg,49bb8d79587c2172c6cd04dd705fd891,The Inlet,Post-Impressionism,genre painting,c.1913,
78921.jpg,d77452b0e817e7cb88e30c4a5f5ca9ba,Morning on the Pond,Impressionism,landscape,,
75691.jpg,c56bcab4b317984013ebef5d3c4b5906,Mouth of the Seine,Impressionism,landscape,1884,
26775.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Marcelle Lender Dancing in the Bolero in Chilperic ,Post-Impressionism,genre painting,1895,
22965.jpg,481c5c92d55717167e01821144a54635,On Orchard in Pontoise in Winter,Impressionism,landscape,1877,
88429.jpg,4b0465826ffd6db797ea6f3a5898df79,Red House near Port Marly,Post-Impressionism,cityscape,,
88041.jpg,234c8d1df0b49b512791078cf00cf352,Main Street in Argenteuil,Impressionism,cityscape,1872,
87666.jpg,a6027a4ba71b61a55ea598379c9d508c,A Visit to the Museum,Impressionism,genre painting,,
15235.jpg,3edc6a404b8c67b7dad1405d52228c96,Gondolas on the Grand Canal in Venice,Impressionism,cityscape,,
37117.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Shinnecock Hills,Impressionism,landscape,1895,
29889.jpg,d77452b0e817e7cb88e30c4a5f5ca9ba,"Golden Evening, Southwest Texas",Impressionism,landscape,1911,
52032.jpg,38e14c2f533ff199174b1803c57c27e7,The Montelbaanstoren,Impressionism,cityscape,,
71272.jpg,3cc9a44380296d93e68b71a27643c25f,Landscape at Midday,Post-Impressionism,landscape,1887,
67509.jpg,baec4a5af305c764a48b1449a10b6820,The Balustrade,Post-Impressionism,cityscape,c.1921,
23309.jpg,50591a7061fb340d875723f38e00cc3b,Saint Mark's in the Bowery,Impressionism,cityscape,1910,
76125.jpg,f1bf4844729d425f9ae894a7cfae5650,Return of the Holy Women ,Impressionism,religious painting,1904,
73694.jpg,b3848f47e6b2a0c656bd94bcc4968b7c,Thunderers,Post-Impressionism,cloudscape,1920,
73884.jpg,d102cde968c819e615f13f13ade83a3c,not identified,Post-Impressionism,nude painting (nu),,
87382.jpg,c16781c4321948227193214b68477a5c,"Florence Fountain, Boboli Gardens",Impressionism,landscape,c.1907,
103064.jpg,50591a7061fb340d875723f38e00cc3b,Duck Island,Impressionism,marina,1906,
43992.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Venice,Impressionism,cityscape,1913,
61783.jpg,f1bf4844729d425f9ae894a7cfae5650,Edge of the Forest ,Impressionism,landscape,1893,
29555.jpg,50591a7061fb340d875723f38e00cc3b,View of the Thames,Impressionism,cityscape,1889,
21956.jpg,1c4aafd8794c20a5ef34cefda3a84325,View of Agay,Post-Impressionism,landscape,1905,
3946.jpg,19aea5cea55a1fe4a3de39987b434a27,Summer at Cowes,Impressionism,marina,,
10534.jpg,dd4989789d310581024ae2b9203d5439,Rural Scene,Impressionism,genre painting,,
96166.jpg,dd4989789d310581024ae2b9203d5439,Landscape,Impressionism,landscape,,
48216.jpg,d77452b0e817e7cb88e30c4a5f5ca9ba,Sunlit Hillside,Impressionism,landscape,1913,
96269.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Near Bay Ridge,Impressionism,landscape,c.1888,
69171.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,"Prospect Park, Brooklyn",Impressionism,genre painting,1886,
24055.jpg,3cc9a44380296d93e68b71a27643c25f,Mont Sainte-Victoire,Post-Impressionism,landscape,1890,
76066.jpg,ce3d8977aae5986601232aa58d15282a,Rocks and sails,Post-Impressionism,landscape,1924,
73760.jpg,771559963bfcd943ed664be114b79859,Girl Knitting,Impressionism,genre painting,,
58433.jpg,3cc9a44380296d93e68b71a27643c25f,"Still life with apples, servettes and a milkcan",Impressionism,still life,1880,
85858.jpg,a6027a4ba71b61a55ea598379c9d508c,At the Milliner's,Impressionism,genre painting,c.1882,
76553.jpg,50591a7061fb340d875723f38e00cc3b,The Mackaye Spectatorium,Impressionism,cityscape,1893,
70431.jpg,d77452b0e817e7cb88e30c4a5f5ca9ba,Through the Hills in SW Texas,Impressionism,landscape,1911,
101892.jpg,50591a7061fb340d875723f38e00cc3b,Jonquils,Impressionism,still life,1902,
29805.jpg,9c948f31fc16aca442cc91e7fe05fb95,The Milliner,Impressionism,genre painting,1881,
74149.jpg,d77452b0e817e7cb88e30c4a5f5ca9ba,Landscape with Cattle,Impressionism,animal painting,1910,
13488.jpg,481c5c92d55717167e01821144a54635,Street Snow Effect,Impressionism,landscape,1872,
25448.jpg,234c8d1df0b49b512791078cf00cf352,Landscape with Houses,Impressionism,landscape,1873,
48439.jpg,c56bcab4b317984013ebef5d3c4b5906,Enchanted Pool,Impressionism,nude painting (nu),,
71942.jpg,5aabfc58470d01bb2362795a44a2603b,Tahitian Woman,Post-Impressionism,portrait,1894,
29909.jpg,a6027a4ba71b61a55ea598379c9d508c,Leaving the Bath,Impressionism,nude painting (nu),c.1905,
45775.jpg,c16781c4321948227193214b68477a5c,"Rosina, Capri",Impressionism,genre painting,1878,
61386.jpg,c56bcab4b317984013ebef5d3c4b5906,"Oyster Boats, North River",Impressionism,marina,1879,
65310.jpg,50591a7061fb340d875723f38e00cc3b,"The South Ledges, Appledore",Impressionism,marina,1913,
70253.jpg,3f8dc381ccfe9d5cc88b75970262715b,Blossoming Garden,Post-Impressionism,landscape,1907,
15186.jpg,c16781c4321948227193214b68477a5c,Arab Stable,Impressionism,animal painting,1906,
222.jpg,45f4183820ce1fa775f8a27d3120aad6,The Sunset on Volga. Nizhny Novgorod,Impressionism,landscape,1911,
3102.jpg,dd4989789d310581024ae2b9203d5439,Still Life with Figs,Impressionism,still life,,
6695.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Susan in a Toque Trimmed with Two Roses,Impressionism,portrait,c.1881,
80850.jpg,50591a7061fb340d875723f38e00cc3b,"Rocky Beach, Appledore",Impressionism,landscape,1913,
38999.jpg,481c5c92d55717167e01821144a54635,Chestnut Orchard in Winter,Impressionism,landscape,1872,
95983.jpg,50591a7061fb340d875723f38e00cc3b,Twilight (aka Le Crepuscule),Impressionism,genre painting,1888,
75096.jpg,50591a7061fb340d875723f38e00cc3b,Spring Landscape with a Farmer and White Horse,Impressionism,landscape,1906,
39430.jpg,5aabfc58470d01bb2362795a44a2603b,Clovis Gauguin asleep,Impressionism,portrait,1884,
40000.jpg,4b0465826ffd6db797ea6f3a5898df79,House at Beynac,Post-Impressionism,landscape,,
47211.jpg,49bb8d79587c2172c6cd04dd705fd891,"Excursionists, Nahant",Impressionism,genre painting,c.1897,
56769.jpg,9dab8b8158b158b64cd858ca79a7893d,Thomas Sergeant Perry Reading a Newspaper,Impressionism,portrait,1924,
35907.jpg,d77452b0e817e7cb88e30c4a5f5ca9ba,Landscape,Impressionism,landscape,,
97314.jpg,d77452b0e817e7cb88e30c4a5f5ca9ba,Landscape with Wagon,Impressionism,landscape,,
31269.jpg,1784ca34f1a06ba6eac22a83a5b0244d,Cliffs of the wild coast,Post-Impressionism,marina,1910,
17882.jpg,861c29e13205420326f7443ea77de5c9,Berwick ,Post-Impressionism,landscape,1903,
49664.jpg,6777897c8709904cb802497fcb43c4e9,A hot day ,Impressionism,landscape,1888,
60351.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Shinnecock Landscape,Impressionism,landscape,1892,
35866.jpg,3edc6a404b8c67b7dad1405d52228c96,Garden at Labastide du Vert,Post-Impressionism,landscape,,
71172.jpg,a6027a4ba71b61a55ea598379c9d508c,Two Dancers in the Studio (Dance School),Impressionism,genre painting,c.1875,
18154.jpg,40f86d376acde0d9862ce7493745bdae,Figure at a Table (Portrait of My Sister),Post-Impressionism,portrait,1925,
35128.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,A Lady in Brown,Impressionism,portrait,,
9024.jpg,a8da68256ffa6f9fee55bd7bb553652a,Descending from the Bus,Impressionism,genre painting,1910,
48301.jpg,2ca7e9a647c1c723349e37d3d60c7b7d,View at Mimizan,Impressionism,landscape,,
71925.jpg,d77452b0e817e7cb88e30c4a5f5ca9ba,The Old Apple Tree,Impressionism,landscape,,
25417.jpg,481c5c92d55717167e01821144a54635,The Banks of the Seine at Bougival,Impressionism,landscape,1871,
76077.jpg,3cc9a44380296d93e68b71a27643c25f,Pots of Geraniums,Post-Impressionism,flower painting,c.1888,
29699.jpg,1950e9aa6ad878bc2a330880f77ae5a1,The death of Casagemas,Post-Impressionism,genre painting,1901,
46120.jpg,c16781c4321948227193214b68477a5c,Claude Monet Painting by the Edge of a Wood,Impressionism,portrait,1885,
46308.jpg,3edc6a404b8c67b7dad1405d52228c96,Woman Sitting in a Port,Impressionism,genre painting,,
78516.jpg,c16781c4321948227193214b68477a5c,Two Wine Glasses ,Impressionism,landscape,1874,
57272.jpg,9dab8b8158b158b64cd858ca79a7893d,Lady at the Tea Table ,Impressionism,genre painting,1905,
75674.jpg,2ca7e9a647c1c723349e37d3d60c7b7d,Lake near Breccles in Autumn,Impressionism,landscape,,
94287.jpg,50591a7061fb340d875723f38e00cc3b,"Sunrise, Autumn",Impressionism,landscape,,
96963.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Shinnecock Hills (A View of Shinnecock),Impressionism,landscape,1891,
48970.jpg,33fbba0a786451ed0ed45b0467349cfe,The Clam Diggers,Impressionism,landscape,,
93153.jpg,50591a7061fb340d875723f38e00cc3b,Sailing Ship Locked in Ice,Impressionism,landscape,1893,
74679.jpg,50591a7061fb340d875723f38e00cc3b,Old Lyme Bridge,Impressionism,landscape,1903,
66617.jpg,3f8dc381ccfe9d5cc88b75970262715b,Balcony on the Estate of Marshal Ivan Bagramian,Post-Impressionism,interior,1947,
14563.jpg,dd4989789d310581024ae2b9203d5439,"On the Seine, near Argenteuil",Impressionism,landscape,c.1874,
88128.jpg,50591a7061fb340d875723f38e00cc3b,Ponte Santa Trinita,Impressionism,cityscape,1897,
89121.jpg,50591a7061fb340d875723f38e00cc3b,"Afternoon Sky, Harney Desert",Impressionism,landscape,1908,
74932.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,"Prospect Park, Brooklyn 02",Impressionism,landscape,1887,
28086.jpg,5aabfc58470d01bb2362795a44a2603b,Bathing Place ,Post-Impressionism,genre painting,1886,
87597.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Sara in a Large Flowered Hat Looking Right Holding Her Dog,Impressionism,portrait,c.1902,
35887.jpg,ce3d8977aae5986601232aa58d15282a,Still Life with a red tray,Post-Impressionism,still life,1910,
100564.jpg,481c5c92d55717167e01821144a54635,The war of haves and have nots,Impressionism,genre painting,,
22760.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Near the Sea (aka Shinnecock),Impressionism,landscape,1895,
89311.jpg,3edc6a404b8c67b7dad1405d52228c96,Woman Sitting in a Port,Impressionism,genre painting,,
10933.jpg,f1bf4844729d425f9ae894a7cfae5650,Fishermen at Sea ,Impressionism,marina,1914,
56561.jpg,1f4ea4aefd2cda9cc1fa39ba072ffec6,Waldemar Unger II,Post-Impressionism,portrait,1903,
19741.jpg,a6027a4ba71b61a55ea598379c9d508c,Woman Seated on a Bench,Impressionism,portrait,1885,
15720.jpg,d77452b0e817e7cb88e30c4a5f5ca9ba,Misty Morning,Impressionism,landscape,,
44382.jpg,1784ca34f1a06ba6eac22a83a5b0244d,Beuzec-Concq in Concarneau,Post-Impressionism,sketch and study,1911,
21457.jpg,baec4a5af305c764a48b1449a10b6820,The Garden of Felicien Rops at Essone,Post-Impressionism,genre painting,1910,
99042.jpg,dd4989789d310581024ae2b9203d5439,Nude Seated in a Landscape,Impressionism,nude painting (nu),,
26237.jpg,baec4a5af305c764a48b1449a10b6820,The Model's Siesta,Post-Impressionism,nude painting (nu),1920,
32185.jpg,6f80666437feea42f295cdc0f1eb4df9,A Beach Scene,Impressionism,genre painting,,
25096.jpg,c16781c4321948227193214b68477a5c,Simplon Pass. The Lesson,Impressionism,genre painting,1911,
94643.jpg,46521c2f208f296450d932bc0b55db88,The Pont de Chatou,Post-Impressionism,cityscape,1908,
65787.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Afternoon by the Sea (aka Gravesend Bay),Impressionism,genre painting,1888,
63874.jpg,54d6336d904c5f5f0c5f45e009bb7a16,Blumengarten,Post-Impressionism,landscape,1936,
50861.jpg,234c8d1df0b49b512791078cf00cf352,The Forest at Boulogne,Impressionism,landscape,c.1880,
19555.jpg,5aabfc58470d01bb2362795a44a2603b,Garden under Snow,Impressionism,landscape,1879,
42537.jpg,481c5c92d55717167e01821144a54635,Wanderer near the Wood,Impressionism,genre painting,1887,
10846.jpg,234c8d1df0b49b512791078cf00cf352,"Cliffs at Penarth, Evening, Low Tide",Impressionism,landscape,1897,
86246.jpg,dd4989789d310581024ae2b9203d5439,Madame Charles Fray,Impressionism,portrait,1901,
102317.jpg,49bb8d79587c2172c6cd04dd705fd891,Circus Band,Post-Impressionism,genre painting,c.1895,
4239.jpg,24ed88087b0ffeb763e89a197a5cde0d,On a Bench,Impressionism,portrait,1889,
17961.jpg,861c29e13205420326f7443ea77de5c9,Paris Plage ,Post-Impressionism,marina,1910,
17346.jpg,c16781c4321948227193214b68477a5c,In Switzerland,Impressionism,genre painting,1908,
102008.jpg,50591a7061fb340d875723f38e00cc3b,Winter in the Connecticut Hills,Impressionism,landscape,1906,
52273.jpg,481c5c92d55717167e01821144a54635,Afternoon in Eragny grey weather,Impressionism,landscape,1900,
